Search_Term,Product_Title,Selling_Price,MRP,Discount_Pct,Review_Count,Product_Link,Is_Grey_Market,Status,Price_Drop
first copy watches,Abrexo Silver Stainless Steel Analog Men's Watch,388.0,1499.0,74.1,24,https://www.snapdeal.com/product/abrexo-silver-stainless-steel-analog/628838796201,0,Legit / Authorized,1111.0
first copy watches,Versatile - Black Stainless Steel Analog Men's Watch,263.0,1699.0,84.5,7,https://www.snapdeal.com/product/versatile-black-stainless-steel-analog/676990667114,1,Suspicious / Grey Market,1436.0
first copy watches,EMPERO - Silver Stainless Steel Analog Men's Watch,345.0,1299.0,73.4,72,https://www.snapdeal.com/product/empero-silver-stainless-steel-analog/664991378669,0,Legit / Authorized,954.0
first copy watches,EMPERO - Black Stainless Steel Analog Men's Watch,358.0,999.0,64.2,8,https://www.snapdeal.com/product/empero-black-stainless-steel-analog/626085998790,0,Legit / Authorized,641.0
first copy watches,Hala - Yellow Silicon Analog Men's Watch,202.0,999.0,79.8,4,https://www.snapdeal.com/product/hala-yellow-silicon-analog-mens/682177963694,0,Legit / Authorized,797.0
first copy watches,Renaissance Traders Gold Metal Analog Men's Watch,347.0,1500.0,76.9,12,https://www.snapdeal.com/product/renaissance-traders-gold-metal-analog/647005120063,0,Legit / Authorized,1153.0
first copy watches,LimeStone Brown Leather Analog Men's Watch,308.0,999.0,69.2,20,https://www.snapdeal.com/product/limestone-brown-leather-analog-mens/663646353502,0,Legit / Authorized,691.0
first copy watches,Renaissance Traders Silver Metal Analog Men's Watch,378.0,1500.0,74.8,13,https://www.snapdeal.com/product/renaissance-traders-silver-metal-analog/649120291325,0,Legit / Authorized,1122.0
first copy watches,Redux - Gold Stainless Steel Analog Men's Watch,401.0,1799.0,77.7,27,https://www.snapdeal.com/product/redux-gold-stainless-steel-analog/645474725728,0,Legit / Authorized,1398.0
first copy watches,Axton Brown Stainless Steel Analog Men's Watch,331.0,1499.0,77.9,91,https://www.snapdeal.com/product/axton-brown-stainless-steel-analog/630394048434,0,Legit / Authorized,1168.0
first copy watches,kriss collection Black Stainless Steel Analog Men's Watch,445.0,1999.0,77.7,15,https://www.snapdeal.com/product/kriss-collection-black-stainless-steel/678605272959,0,Legit / Authorized,1554.0
first copy watches,Fadiso Fashion Gold Stainless Steel Analog Men's Watch,308.0,1499.0,79.5,106,https://www.snapdeal.com/product/fadiso-fashion-gold-stainless-steel/633000872284,0,Legit / Authorized,1191.0
first copy watches,HMTe - Gold Metal Analog Men's Watch,310.0,999.0,69.0,35,https://www.snapdeal.com/product/hmte-gold-metal-analog-mens/655568359335,0,Legit / Authorized,689.0
first copy watches,EEWHI Black Brass Analog Men's Watch,380.0,1999.0,81.0,24,https://www.snapdeal.com/product/eewhi-black-brass-analog-mens/670727601050,1,Suspicious / Grey Market,1619.0
first copy watches,DoubleRun Black Silicon Chronograph Men's Watch,798.0,2000.0,60.1,40,https://www.snapdeal.com/product/doublerun-black-silicon-chronograph-mens/678386034456,0,Legit / Authorized,1202.0
first copy watches,Abrexo Silver Stainless Steel Analog Men's Watch,388.0,1499.0,74.1,12,https://www.snapdeal.com/product/abrexo-silver-stainless-steel-analog/620265907791,0,Legit / Authorized,1111.0
first copy watches,PIRASO Silver Stainless Steel Analog Men's Watch,272.0,999.0,72.8,9,https://www.snapdeal.com/product/piraso-silver-stainless-steel-analog/631683898925,0,Legit / Authorized,727.0
first copy watches,Renaissance Traders Multicolor Metal Analog Men's Watch,349.0,999.0,65.1,72,https://www.snapdeal.com/product/renaissance-traders-multicolor-metal-analog/673514075036,0,Legit / Authorized,650.0
first copy watches,EMPERO Silver Stainless Steel Analog Men's Watch,418.0,999.0,58.2,110,https://www.snapdeal.com/product/empero-silver-stainless-steel-analog/678107999794,0,Legit / Authorized,581.0
first copy watches,PIRASO Black Stainless Steel Analog Men's Watch,301.0,999.0,69.9,34,https://www.snapdeal.com/product/piraso-black-stainless-steel-analog/646123722228,0,Legit / Authorized,698.0
first copy watches,Abrexo Black Stainless Steel Analog Men's Watch,488.0,1999.0,75.6,30,https://www.snapdeal.com/product/abrexo-black-stainless-steel-analog/625220668582,0,Legit / Authorized,1511.0
first copy watches,Fadiso Fashion Pink Silicon Analog Men's Watch,168.0,499.0,66.3,6,https://www.snapdeal.com/product/fadiso-fashion-pink-silicon-analog/678605992345,0,Legit / Authorized,331.0
first copy watches,EEWHI Silver Stainless Steel Analog Men's Watch,341.0,1499.0,77.3,4,https://www.snapdeal.com/product/eewhi-silver-stainless-steel-analog/662531190446,0,Legit / Authorized,1158.0
first copy watches,newmen Unique Arrow Silicon Analog Men's Watch,258.0,899.0,71.3,369,https://www.snapdeal.com/product/newmen-unique-arrow-silicon-analog/642518109434,0,Legit / Authorized,641.0
first copy watches,Lorenz Black Stainless Steel Analog Men's Watch,406.0,1499.0,72.9,55,https://www.snapdeal.com/product/lorenz-black-stainless-steel-analog/659442014504,0,Legit / Authorized,1093.0
first copy watches,Renaissance Traders Gold Metal Analog Men's Watch,327.0,999.0,67.3,155,https://www.snapdeal.com/product/renaissance-traders-gold-metal-analog/654894985916,0,Legit / Authorized,672.0
first copy watches,Walrus Lwm-Inc-XVIII-02WAS Stainless Steel Analog Men's Watch,586.0,2099.0,72.1,16,https://www.snapdeal.com/product/walrus-lwmincxviii02was-stainless-steel-analog/663992892031,0,Legit / Authorized,1513.0
first copy watches,IIK COLLECTION 080M Ceramic Analog Men's Watch,414.0,1499.0,72.4,239,https://www.snapdeal.com/product/iik-collection-white-wrist-watch/681717167692,0,Legit / Authorized,1085.0
first copy watches,Renaissance Traders Gold Metal Analog Men's Watch,378.0,1299.0,70.9,603,https://www.snapdeal.com/product/renaissance-traders-gold-metal-analog/671195793621,0,Legit / Authorized,921.0
first copy watches,Lorenz Brown PU Analog Men's Watch,448.0,1999.0,77.6,87,https://www.snapdeal.com/product/lorenz-brown-pu-analog-mens/660321778024,0,Legit / Authorized,1551.0
first copy watches,DECLASSE Black Leather Analog Men's Watch,262.0,599.0,56.3,4,https://www.snapdeal.com/product/declasse-black-leather-analog-mens/637055393509,0,Legit / Authorized,337.0
first copy watches,Renaissance Traders - Black PU Digital Men's Watch,231.0,999.0,76.9,53,https://www.snapdeal.com/product/renaissance-traders-black-pu-digital/655871070660,0,Legit / Authorized,768.0
first copy watches,CHARLIEKEEN Brown Stainless Steel Analog Men's Watch,378.0,1799.0,79.0,6,https://www.snapdeal.com/product/charliekeen-brown-stainless-steel-analog/649217484120,0,Legit / Authorized,1421.0
first copy watches,ALNA TURA Gold Metal Analog Men's Watch,380.0,999.0,62.0,6,https://www.snapdeal.com/product/alna-tura-gold-metal-analog/649176486685,0,Legit / Authorized,619.0
first copy watches,Lorenz Brown Leather Analog Men's Watch,381.0,1999.0,80.9,96,https://www.snapdeal.com/product/lorenz-brown-leather-analog-mens/626262058758,1,Suspicious / Grey Market,1618.0
first copy watches,FORNAX - Silver Stainless Steel Analog Men's Watch,272.0,1699.0,84.0,514,https://www.snapdeal.com/product/fornax-silver-stainless-steel-analog/646100468731,1,Suspicious / Grey Market,1427.0
first copy watches,Viser Silver Metal Analog Men's Watch,380.0,1899.0,80.0,15,https://www.snapdeal.com/product/viser-silver-metal-analog-mens/682423179084,0,Legit / Authorized,1519.0
first copy watches,Abrexo Black Silicon Analog Men's Watch,338.0,1499.0,77.5,8,https://www.snapdeal.com/product/abrexo-black-silicon-analog-mens/646793713327,0,Legit / Authorized,1161.0
first copy watches,Renaissance Traders Multicolor Metal Analog Men's Watch,350.0,1500.0,76.7,65,https://www.snapdeal.com/product/renaissance-traders-multicolor-metal-analog/632100862032,0,Legit / Authorized,1150.0
first copy watches,Renaissance Traders - Black PU Digital Men's Watch,280.0,1299.0,78.4,114,https://www.snapdeal.com/product/renaissance-traders-black-pu-digital/674844339260,0,Legit / Authorized,1019.0
first copy watches,Trex Black Plastic Analog Men's Watch,429.0,1499.0,71.4,50,https://www.snapdeal.com/product/trex-black-plastic-analog-mens/621750690281,0,Legit / Authorized,1070.0
first copy watches,Septem Black Leather Analog Men's Watch,208.0,999.0,79.2,17,https://www.snapdeal.com/product/septem-black-leather-analog-mens/631924892668,0,Legit / Authorized,791.0
first copy watches,Lorenz Black PU Analog Men's Watch,305.0,999.0,69.5,7,https://www.snapdeal.com/product/lorenz-black-pu-analog-mens/677715871611,0,Legit / Authorized,694.0
first copy watches,Septem Multicolor Leather Analog Men's Watch,368.0,1299.0,71.7,216,https://www.snapdeal.com/product/septem-multicolor-leather-analog-mens/655623139121,0,Legit / Authorized,931.0
first copy watches,PIRASO Brown Stainless Steel Analog Men's Watch,301.0,999.0,69.9,247,https://www.snapdeal.com/product/piraso-brown-stainless-steel-analog/668399908331,0,Legit / Authorized,698.0
first copy watches,Reboot Silver Stainless Steel Analog Men's Watch,278.0,1449.0,80.8,84,https://www.snapdeal.com/product/reboot-silver-stainless-steel-analog/631151983256,1,Suspicious / Grey Market,1171.0
first copy watches,EMPERO - Silver Stainless Steel Analog Men's Watch,345.0,1299.0,73.4,445,https://www.snapdeal.com/product/empero-silver-stainless-steel-analog/648706330253,0,Legit / Authorized,954.0
first copy watches,DECLASSE Black Rubber Digital Men's Watch,182.0,399.0,54.4,13,https://www.snapdeal.com/product/declasse-black-rubber-digital-mens/666098994019,0,Legit / Authorized,217.0
first copy watches,PIRASO Black Stainless Steel Analog Men's Watch,311.0,1599.0,80.6,9,https://www.snapdeal.com/product/piraso-black-stainless-steel-analog/623960850973,1,Suspicious / Grey Market,1288.0
first copy watches,Shivark Black Silicon Analog Men's Watch,213.0,999.0,78.7,74,https://www.snapdeal.com/product/shivark-na-silicon-analog-mens/679565165448,0,Legit / Authorized,786.0
first copy watches,Harbor Green Silicon Analog-Digital Men's Watch,538.0,1999.0,73.1,40,https://www.snapdeal.com/product/harbor-green-silicon-analogdigital-mens/679151527139,0,Legit / Authorized,1461.0
first copy watches,Om Collection DIGIARMY Rubber Digital Men's Watch,293.0,1799.0,83.7,12,https://www.snapdeal.com/product/om-collection-digiarmy-rubber-digital/630085341173,1,Suspicious / Grey Market,1506.0
first copy watches,SKYLONA Black Leather Analog Men's Watch,488.0,1599.0,69.5,11,https://www.snapdeal.com/product/skylona-black-leather-analog-mens/677550270638,0,Legit / Authorized,1111.0
first copy watches,Fadiso Fashion Gold Stainless Steel Analog Men's Watch,288.0,1299.0,77.8,117,https://www.snapdeal.com/product/fadiso-fashion-gold-stainless-steel/667026320207,0,Legit / Authorized,1011.0
first copy watches,Renaissance Traders - Light Grey Silicon Digital Men's Watch,299.0,1299.0,77.0,313,https://www.snapdeal.com/product/renaissance-traders-light-grey-silicon/666803058577,0,Legit / Authorized,1000.0
first copy watches,Abrexo Silver Stainless Steel Analog Men's Watch,318.0,1499.0,78.8,294,https://www.snapdeal.com/product/abrexo-silver-stainless-steel-analog/628841006729,0,Legit / Authorized,1181.0
first copy watches,Versatile Gold Metal Analog Men's Watch,348.0,999.0,65.2,291,https://www.snapdeal.com/product/versatile-gold-metal-analog-mens/639614082927,0,Legit / Authorized,651.0
first copy watches,OHHO Gold Stainless Steel Analog Men's Watch,325.0,1499.0,78.3,107,https://www.snapdeal.com/product/ohho-gold-stainless-steel-analog/640326154602,0,Legit / Authorized,1174.0
first copy watches,Om Collection - Brown Leather Analog Men's Watch,329.0,1799.0,81.7,52,https://www.snapdeal.com/product/om-collection-skt00005-leather-analog/649402072588,1,Suspicious / Grey Market,1470.0
first copy watches,AQUA BLISS - Gold Stainless Steel Analog Men's Watch,377.0,1499.0,74.8,35,https://www.snapdeal.com/product/aqua-bliss-gold-stainless-steel/636345129635,0,Legit / Authorized,1122.0
first copy watches,Armado Maroon Silicon Analog Men's Watch,281.0,1599.0,82.4,1,https://www.snapdeal.com/product/armado-maroon-silicon-analog-mens/656752829975,1,Suspicious / Grey Market,1318.0
first copy watches,EMPERO Black Leather Chronograph Men's Watch,550.0,1499.0,63.3,26,https://www.snapdeal.com/product/empero-black-leather-chronograph-mens/640654296399,0,Legit / Authorized,949.0
first copy watches,LimeStone Silver Stainless Steel Analog Men's Watch,328.0,999.0,67.2,13,https://www.snapdeal.com/product/limestone-silver-stainless-steel-analog/682602260869,0,Legit / Authorized,671.0
first copy watches,Harbor Black Silicon Analog-Digital Men's Watch,431.0,1999.0,78.4,50,https://www.snapdeal.com/product/harbor-black-silicon-analogdigital-mens/666177995372,0,Legit / Authorized,1568.0
first copy watches,Rhonium Gold Metal Analog Men's Watch,369.0,1500.0,75.4,11,https://www.snapdeal.com/product/rhonium-gold-metal-analog-mens/653680341548,0,Legit / Authorized,1131.0
first copy watches,Septem Brown Leather Analog Men's Watch,208.0,999.0,79.2,70,https://www.snapdeal.com/product/septem-brown-leather-analog-mens/651005684005,0,Legit / Authorized,791.0
replica shoes,Bunnies - Red Boy's LED Shoes ( 1 Pair ),292.0,499.0,41.5,274,https://www.snapdeal.com/product/bunnies-red-boys-led-shoes/626722145102,0,Legit / Authorized,207.0
replica shoes,im baby - Blue Boy's Sneakers ( 1 Pair ),158.0,699.0,77.4,82,https://www.snapdeal.com/product/im-baby-blue-boys-sneakers/681987930263,0,Legit / Authorized,541.0
replica shoes,NEOBABY - Orange Boy's LED Shoes ( 1 Pair ),294.0,999.0,70.6,43,https://www.snapdeal.com/product/neobaby-orange-boys-led-shoes/630854890277,0,Legit / Authorized,705.0
replica shoes,PENNEN - Multicolor Boy's Sneakers ( 1 Pair ),344.0,999.0,65.6,37,https://www.snapdeal.com/product/pennen-blue-boys-sneakers-1/659644839164,0,Legit / Authorized,655.0
replica shoes,PENNEN - Green Boy's Sneakers ( 1 Pair ),535.0,999.0,46.4,22,https://www.snapdeal.com/product/pennen-grey-boys-sneakers-1/625803425382,0,Legit / Authorized,464.0
replica shoes,ASIAN - Black Boy's Sneakers ( 1 Pair ),630.0,999.0,36.9,0,https://www.snapdeal.com/product/asian-brown-boys-sneakers-1/680932912826,0,Legit / Authorized,369.0
replica shoes,ASIAN - Beige Boy's Sneakers ( 1 Pair ),655.0,999.0,34.4,79,https://www.snapdeal.com/product/asian-beige-boys-sneakers-1/656732840935,0,Legit / Authorized,344.0
replica shoes,ICNIC ME - Multicolor Boy's LED Shoes ( 1 Pair ),508.0,1399.0,63.7,0,https://www.snapdeal.com/product/icnic-me-multicolor-boys-led/643989072739,0,Legit / Authorized,891.0
replica shoes,PENNEN - Brown Boy's Sneakers ( 1 Pair ),307.0,999.0,69.3,9,https://www.snapdeal.com/product/pennen-brown-boys-sneakers-1/680173448732,0,Legit / Authorized,692.0
replica shoes,ASIAN - Beige Boy's Sneakers ( 1 Pair ),518.0,1199.0,56.8,70,https://www.snapdeal.com/product/asian-beige-boys-sneakers-1/661011259244,0,Legit / Authorized,681.0
replica shoes,PENNEN - Orange Boy's Sneakers ( 1 Pair ),414.0,999.0,58.6,0,https://www.snapdeal.com/product/pennen-orange-boys-sneakers-1/629225251629,0,Legit / Authorized,585.0
replica shoes,ICONIC ME - Orange Boy's LED Shoes ( 1 Pair ),510.0,1299.0,60.7,20,https://www.snapdeal.com/product/iconic-me-orange-boys-led/683048177911,0,Legit / Authorized,789.0
replica shoes,COOLZ - Navy Blue Boy's LED Shoes ( 1 Pair ),299.0,999.0,70.1,28,https://www.snapdeal.com/product/coolz-navy-blue-boys-led/683561972439,0,Legit / Authorized,700.0
replica shoes,ASIAN - Beige Boy's Sneakers ( 1 Pair ),505.0,1199.0,57.9,64,https://www.snapdeal.com/product/asian-beige-boys-sneakers-1/619726100263,0,Legit / Authorized,694.0
replica shoes,ASIAN - Orange Boy's Sneakers ( 1 Pair ),678.0,999.0,32.1,49,https://www.snapdeal.com/product/asian-black-boys-sneakers-1/674128698581,0,Legit / Authorized,321.0
replica shoes,ICONIC ME - Multicolor Boy's Sneakers ( 1 Pair ),481.0,1299.0,63.0,14,https://www.snapdeal.com/product/iconic-me-multicolor-boys-sneakers/652571620236,0,Legit / Authorized,818.0
replica shoes,Campus - Grey Boy's Sneakers ( 1 Pair ),400.0,749.0,46.6,3,https://www.snapdeal.com/product/campus-grey-boys-sneakers-1/674760560539,0,Legit / Authorized,349.0
replica shoes,NEOBABY - MultiColor Boy's Casual Shoes ( 2 Pair ),294.0,1999.0,85.3,2,https://www.snapdeal.com/product/neobaby-multicolor-boys-casual-shoes/680264297342,0,Legit / Authorized,1705.0
replica shoes,Kats - Gold Boy's LED Shoes ( 1 Pair ),436.0,699.0,37.6,37,https://www.snapdeal.com/product/kats-gold-boys-led-shoes/663443128607,0,Legit / Authorized,263.0
replica shoes,PENNEN - Brown Boy's Sneakers ( 1 Pair ),307.0,999.0,69.3,36,https://www.snapdeal.com/product/pennen-brown-boys-sneakers-1/644170350602,0,Legit / Authorized,692.0
replica shoes,GLOBIN - Black Boy's Sneakers ( 1 Pair ),510.0,1299.0,60.7,39,https://www.snapdeal.com/product/globin-black-boys-sneakers-1/656014101910,0,Legit / Authorized,789.0
replica shoes,ASIAN - Light Grey Boy's Sneakers ( 1 Pair ),480.0,1199.0,60.0,13,https://www.snapdeal.com/product/asian-beige-boys-sneakers-1/651932318896,0,Legit / Authorized,719.0
replica shoes,ASIAN - Blue Boy's Sneakers ( 1 Pair ),480.0,1199.0,60.0,9,https://www.snapdeal.com/product/asian-white-boys-sneakers-1/621781854291,0,Legit / Authorized,719.0
replica shoes,Liberty - White Boy's Sneakers ( 1 Pair ),857.0,2199.0,61.0,0,https://www.snapdeal.com/product/liberty-peach-boys-sneakers-1/669291035202,0,Legit / Authorized,1342.0
replica shoes,ASIAN - Red Boy's Sneakers ( 1 Pair ),678.0,999.0,32.1,28,https://www.snapdeal.com/product/asian-white-boys-sneakers-1/626680335946,0,Legit / Authorized,321.0
replica shoes,ICONIC ME - Black Boy's Boots ( 1 Pair ),510.0,1299.0,60.7,1,https://www.snapdeal.com/product/iconic-me-black-boys-boots/659629695849,0,Legit / Authorized,789.0
replica shoes,NEOBABY - Pink Boy's Sneakers ( 1 Pair ),252.0,999.0,74.8,21,https://www.snapdeal.com/product/neobaby-green-boys-sneakers-1/668154493831,0,Legit / Authorized,747.0
replica shoes,NEOBABY Casual Shoes for Kids Boys and Girls,213.0,999.0,78.7,119,https://www.snapdeal.com/product/neobaby-casual-shoes-for-kids/623363397628,0,Legit / Authorized,786.0
replica shoes,ASIAN - Navy Boy's Sneakers ( 1 Pair ),544.0,1499.0,63.7,65,https://www.snapdeal.com/product/asian-blue-boys-sneakers-1/646800867887,0,Legit / Authorized,955.0
replica shoes,ASIAN - Navy Boy's Sneakers ( 1 Pair ),480.0,1299.0,63.0,92,https://www.snapdeal.com/product/asian-black-boys-sneakers-1/645509485084,0,Legit / Authorized,819.0
replica shoes,ICONIC ME - Brown Boy's Sneakers ( 1 Pair ),481.0,1299.0,63.0,6,https://www.snapdeal.com/product/iconic-me-brown-boys-sneakers/644238824272,0,Legit / Authorized,818.0
replica shoes,COOLZ - Navy Blue Boy's LED Shoes ( 1 Pair ),299.0,999.0,70.1,4,https://www.snapdeal.com/product/coolz-navy-blue-boys-led/627154388545,0,Legit / Authorized,700.0
replica shoes,NEOBABY - MultiColor Boy's Casual Shoes ( 2 Pair ),294.0,1999.0,85.3,46,https://www.snapdeal.com/product/neobaby-multicolor-boys-casual-shoes/623798877166,0,Legit / Authorized,1705.0
replica shoes,Seafoot - Navy Blue Boy's LED Shoes ( 1 Pair ),235.0,999.0,76.5,12,https://www.snapdeal.com/product/seafoot-navy-blue-boys-led/656270271670,0,Legit / Authorized,764.0
replica shoes,GLOBIN - Black Boy's Sneakers ( 1 Pair ),481.0,1299.0,63.0,7,https://www.snapdeal.com/product/globin-black-boys-sneakers-1/633640248534,0,Legit / Authorized,818.0
replica shoes,ICONIC ME - Multicolor Boy's LED Shoes ( 1 Pair ),537.0,1399.0,61.6,11,https://www.snapdeal.com/product/iconic-me-multicolor-boys-led/626022786570,0,Legit / Authorized,862.0
replica shoes,NEOBABY - Green Boy's Sneakers ( 1 Pair ),286.0,999.0,71.4,1,https://www.snapdeal.com/product/neobaby-green-boys-sneakers-1/672658960581,0,Legit / Authorized,713.0
replica shoes,NEOBABY - Orange Boy's Sneakers ( 1 Pair ),252.0,999.0,74.8,44,https://www.snapdeal.com/product/neobaby-pink-boys-sneakers-1/638275000564,0,Legit / Authorized,747.0
replica shoes,ASIAN - Light Grey Boy's Sneakers ( 1 Pair ),490.0,1299.0,62.3,61,https://www.snapdeal.com/product/asian-light-grey-boys-sneakers/681219186348,0,Legit / Authorized,809.0
replica shoes,COOLZ - Sea Green Boy's Sneakers ( 1 Pair ),256.0,999.0,74.4,58,https://www.snapdeal.com/product/coolz-sea-green-boys-sneakers/644776860525,0,Legit / Authorized,743.0
replica shoes,NEOBABY - MultiColor Boy's Casual Shoes ( 2 Pair ),294.0,1999.0,85.3,10,https://www.snapdeal.com/product/neobaby-multicolor-boys-casual-shoes/639598987716,0,Legit / Authorized,1705.0
replica shoes,BUNNIES Baby Boys LED Leight Indian Walking Shoes (5 Years to 13 Years),322.0,599.0,46.2,140,https://www.snapdeal.com/product/bunnies-baby-boys-led-leight/644991356257,0,Legit / Authorized,277.0
